23,29.0
19,30.0
2693,37.0
2906,37.0
3099,37.0
3310,38.0
3734,37.0
3951,37.0
4159,37.0
4344,37.0
4493,37.0
4538,37.0
4648,37.0
4691,37.0
4762,37.0
4904,37.0
4963,37.0
5017,37.0
5064,37.0
5117,37.0
5270,36.0
5366,36.0
5418,36.0
5514,36.0
5567,36.0
5679,36.0
5746,36.0
5841,36.0
5892,36.0
6000,36.0
6074,36.0
6189,36.0
6242,36.0
6344,35.0
6399,35.0
6522,35.0
6600,35.0
6706,35.0
6779,35.0
6882,35.0
6934,35.0
7033,35.0
7238,34.0
7332,34.0
7385,34.0
7437,34.0
7571,34.0
7623,34.0
7672,34.0
7728,34.0
7784,33.0
7886,33.0
7991,33.0
8072,33.0
8144,33.0
8250,33.0
8309,33.0
8360,33.0
8479,32.0
8527,32.0
8640,32.0
9608,31.0
9657,30.0
9713,30.0
9770,30.0
9816,30.0
9924,30.0
9971,30.0
10026,30.0
10078,30.0
10176,29.0
10232,29.0
10383,29.0
10431,29.0
10489,29.0
10544,29.0
10591,29.0
10702,28.0
10752,28.0
10808,28.0
10866,28.0
10916,28.0
10975,28.0
11031,28.0
11143,27.0
11203,27.0
11255,27.0
11375,27.0
11425,27.0
11486,27.0
11544,27.0
11596,26.0
11653,26.0
11721,26.0
11773,26.0
11829,26.0
11887,26.0
11937,26.0
11994,26.0
12058,26.0
12118,25.0
12176,25.0
12232,25.0
12283,25.0
12341,25.0
12414,25.0
12476,25.0
12537,24.0
12594,24.0
12645,24.0
12704,24.0
12762,24.0
12814,24.0
12872,24.0
12932,24.0
12986,24.0
13048,23.0
13109,23.0
13160,23.0
13219,23.0
13278,23.0
13329,23.0
13387,23.0
13446,22.0
13497,22.0
13554,22.0
13615,22.0
13665,22.0
13729,22.0
13791,22.0
13848,22.0
13914,21.0
13975,21.0
14026,21.0
14088,21.0
14147,21.0
14200,21.0
14259,21.0
14318,20.0
14370,20.0
14429,20.0
14489,20.0
14541,20.0
14602,20.0
14663,20.0
14714,20.0
14777,20.0
14839,19.0
14890,19.0
14950,19.0
15016,19.0
15072,19.0
15137,19.0
15199,19.0
15256,18.0
15319,18.0
15387,18.0
15445,18.0
15511,18.0
15578,18.0
15632,18.0
15694,18.0
15762,18.0
15819,17.0
15880,17.0
15944,17.0
15997,17.0
16062,17.0
16122,17.0
16176,17.0
16239,17.0
16301,17.0
16353,16.0
16415,16.0
16475,16.0
16531,16.0
16596,16.0
16657,16.0
16714,16.0
16775,16.0
16840,16.0
16895,15.0
16960,15.0
17023,15.0
17078,15.0
17142,15.0
17204,15.0
17259,15.0
17319,15.0
17381,15.0
17433,14.0
17492,14.0
17555,14.0
17672,14.0
17736,14.0
17789,14.0
17852,14.0
17914,14.0
17970,14.0
18036,14.0
18106,13.0
18166,13.0
18235,13.0
18305,13.0
18365,13.0
18433,13.0
18503,13.0
18562,13.0
18628,13.0
18692,12.0
18747,12.0
18811,12.0
18875,12.0
18930,12.0
19000,12.0
19067,12.0
19128,12.0
19193,12.0
19259,12.0
19315,12.0
19380,12.0
19447,11.0
19506,11.0
19572,11.0
19640,11.0
19701,11.0
19770,11.0
19838,11.0
19896,11.0
19961,11.0
20029,11.0
20086,11.0
20151,11.0
20217,10.0
20274,10.0
20341,10.0
20407,10.0
20464,10.0
20533,10.0
20598,10.0
20654,10.0
20722,10.0
20787,10.0
20847,10.0
20914,10.0
20981,10.0
21036,10.0
20780,9.0
20236,9.0
19754,9.0
19229,9.0
18726,9.0
18312,9.0
17844,9.0
17394,9.0
17016,9.0
16597,9.0
16193,9.0
15860,9.0
15496,9.0
15141,8.0
14837,8.0
14497,8.0
14167,8.0
13890,8.0
13581,8.0
13283,8.0
13025,8.0
12735,8.0
12453,8.0
12221,8.0
11961,8.0
11699,8.0
11483,8.0
11232,8.0
10987,7.0
10774,7.0
10527,7.0
10282,7.0
10073,7.0
9833,7.0
9597,7.0
9392,7.0
9161,7.0
8934,7.0
8742,7.0
8522,7.0
8306,6.0
8122,6.0
7911,6.0
7702,6.0
7525,6.0
7324,6.0
7123,6.0
6950,6.0
6752,6.0
6558,6.0
6394,6.0
6206,5.0
6017,5.0
5859,5.0
5673,5.0
5492,5.0
5337,5.0
5159,5.0
4980,5.0
4828,5.0
4654,5.0
4478,4.0
4332,4.0
4162,4.0
3994,4.0
3684,4.0
3520,4.0
3379,4.0
3216,4.0
3052,4.0
2912,4.0
2747,4.0
2591,4.0
2455,4.0
2305,4.0
2155,3.0
2024,3.0
1879,3.0
1729,3.0
1601,3.0
1458,3.0
1314,3.0
1186,3.0
1042,3.0
910,3.0
799,3.0
664,3.0
514,3.0
252,3.0
